w201912161530:1815.8365478515625, 201912161535:1819.7308959960938, 201912161540:1823.625244140625, 201912161545:1827.5195617675781, 201912161550:1831.4139099121094, 201912161555:1835.3082580566406, 201912161600:1865.1818542480469, 201912161605:1869.076171875, 201912161610:1872.9705200195312, 201912161615:1876.8648681640625, 201912161620:1880.7592163085938, 201912161625:1884.653564453125,
201912311945:2090.1121826171875, 201912311950:2093.9476013183594, 201912311955:2097.782989501953, 201912312000:2133.0689086914062, 201912312005:2136.904296875, 201912312010:2140.7396850585938, 201912312015:2144.5750732421875, 201912312020:2148.4104919433594, 201912312025:2152.245880126953, 201912312030:2156.081268310547, 201912312035:2159.9166564941406, 201912312040:2163.7520446777344, 
201912311950:2098.8551025390625, 201912311955:2103.61181640625, 201912312000:2128.1555786132812, 201912312005:2132.9122924804688, 201912312010:2137.6690063476562, 201912312015:2142.4257202148438, 201912312020:2147.1824340820312, 201912312025:2151.9391479492188, 201912312030:2156.6958618164062, 201912312035:2161.4525756835938, 201912312040:2166.2092895507812, 201912312045:2170.9660034179688, 
201912311955:2101.0942993164062, 201912312000:2131.7423400878906, 201912312005:2135.939208984375, 201912312010:2140.1360778808594, 201912312015:2144.3329162597656, 201912312020:2148.52978515625, 201912312025:2152.7266540527344, 201912312030:2156.9234924316406, 201912312035:2161.120361328125, 201912312040:2165.3172302246094, 201912312045:2169.5140686035156, 201912312050:2173.7109375, 
201912312000:2127.7110900878906, 201912312005:2132.3938903808594, 201912312010:2137.0767211914062, 201912312015:2141.759521484375, 201912312020:2146.4423217773438, 201912312025:2151.1251525878906, 201912312030:2155.8079528808594, 201912312035:2160.490753173828, 201912312040:2165.173583984375, 201912312045:2169.8563842773438, 201912312050:2174.5391845703125, 201912312055:2179.2220153808594, 
201912312005:2139.6178283691406, 201912312010:2144.662811279297, 201912312015:2149.7078247070312, 201912312020:2154.7528076171875, 201912312025:2159.797821044922, 201912312030:2164.8428344726562, 201912312035:2169.8878173828125, 201912312040:2174.932830810547, 201912312045:2179.977813720703, 201912312050:2185.0228271484375, 201912312055:2190.067840576172, 201912312100:2212.0305786132812, 
201912312010:2152.258026123047, 201912312015:2156.461151123047, 201912312020:2160.664276123047, 201912312025:2164.867401123047, 201912312030:2169.070526123047, 201912312035:2173.2736206054688, 201912312040:2177.4767456054688, 201912312045:2181.6798706054688, 201912312050:2185.8829956054688, 201912312055:2190.0861206054688, 201912312100:2221.1602783203125, 201912312105:2225.3633728027344, 
201912312015:2144.7034301757812, 201912312020:2147.771011352539, 201912312025:2150.838592529297, 201912312030:2153.9061737060547, 201912312035:2156.9737396240234, 201912312040:2160.0413208007812, 201912312045:2163.108901977539, 201912312050:2166.176483154297, 201912312055:2169.2440490722656, 201912312100:2212.6123657226562, 201912312105:2215.679946899414, 201912312110:2218.747528076172, 
201912312020:2149.7881469726562, 201912312025:2154.464813232422, 201912312030:2159.1414794921875, 201912312035:2163.818145751953, 201912312040:2168.4948120117188, 201912312045:2173.1714782714844, 201912312050:2177.84814453125, 201912312055:2182.5248107910156, 201912312100:2208.658905029297, 201912312105:2213.3355712890625, 201912312110:2218.012237548828, 201912312115:2222.6889038085938, 
201912312025:2153.8572387695312, 201912312030:2158.0218200683594, 201912312035:2162.1864013671875, 201912312040:2166.3509826660156, 201912312045:2170.5155334472656, 201912312050:2174.6801147460938, 201912312055:2178.844696044922, 201912312100:2210.0065307617188, 201912312105:2214.171112060547, 201912312110:2218.335693359375, 201912312115:2222.500274658203, 201912312120:2226.6648559570312, 
201912312030:2157.2469177246094, 201912312035:2160.7620849609375, 201912312040:2164.2772521972656, 201912312045:2167.7924194335938, 201912312050:2171.307586669922, 201912312055:2174.82275390625, 201912312100:2212.8240356445312, 201912312105:2216.3392028808594, 201912312110:2219.8543701171875, 201912312115:2223.3695373535156, 201912312120:2226.8847045898438, 201912312125:2230.399871826172, 
201912312035:2170.697998046875, 201912312040:2175.415802001953, 201912312045:2180.1336364746094, 201912312050:2184.8514709472656, 201912312055:2189.569305419922, 201912312100:2214.8113708496094, 201912312105:2219.5292053222656, 201912312110:2224.2470092773438, 201912312115:2228.96484375, 201912312120:2233.6826782226562, 201912312125:2238.4005126953125, 201912312130:2243.1183166503906, 
201912312040:2175.4596252441406, 201912312045:2179.8991088867188, 201912312050:2184.338592529297, 201912312055:2188.778076171875, 201912312100:2217.6939392089844, 201912312105:2222.1334228515625, 201912312110:2226.5729064941406, 201912312115:2231.0123901367188, 201912312120:2235.451873779297, 201912312125:2239.891357421875, 201912312130:2244.330841064453, 201912312135:2248.7703247070312, 
201912312045:2175.75048828125, 201912312050:2179.7478942871094, 201912312055:2183.745330810547, 201912312100:2217.3207092285156, 201912312105:2221.318115234375, 201912312110:2225.3155517578125, 201912312115:2229.312957763672, 201912312120:2233.3103942871094, 201912312125:2237.3078002929688, 201912312130:2241.305206298828, 201912312135:2245.3026428222656, 201912312140:2249.300048828125, 
201912312050:2174.46142578125, 201912312055:2178.4239501953125, 201912312100:2211.3604431152344, 201912312105:2215.322998046875, 201912312110:2219.2855529785156, 201912312115:2223.248077392578, 201912312120:2227.2106323242188, 201912312125:2231.1731872558594, 201912312130:2235.135711669922, 201912312135:2239.0982666015625, 201912312140:2243.060791015625, 201912312145:2247.0233459472656, 
201912312055:2192.9373474121094, 201912312100:2208.999969482422, 201912312105:2214.5624084472656, 201912312110:2220.1248474121094, 201912312115:2225.687286376953, 201912312120:2231.2496948242188, 201912312125:2236.8121337890625, 201912312130:2242.3745727539062, 201912312135:2247.936981201172, 201912312140:2253.4994201660156, 201912312145:2259.0618591308594, 201912312150:2264.624267578125, 
201912312100:2222.363555908203, 201912312105:2226.4801025390625, 201912312110:2230.5966186523438, 201912312115:2234.713165283203, 201912312120:2238.8296813964844, 201912312125:2242.9462280273438, 201912312130:2247.062774658203, 201912312135:2251.1792907714844, 201912312140:2255.2958374023438, 201912312145:2259.412353515625, 201912312150:2263.5289001464844, 201912312155:2267.6454162597656, 
201912312105:2227.816192626953, 201912312110:2231.9953002929688, 201912312115:2236.1744079589844, 201912312120:2240.353515625, 201912312125:2244.5326232910156, 201912312130:2248.7117309570312, 201912312135:2252.890838623047, 201912312140:2257.0699157714844, 201912312145:2261.2490234375, 201912312150:2265.4281311035156, 201912312155:2269.6072387695312, 201912312200:2300.6434631347656, 
201912312110:2234.6173095703125, 201912312115:2239.1670837402344, 201912312120:2243.716827392578, 201912312125:2248.266571044922, 201912312130:2252.8163146972656, 201912312135:2257.3660583496094, 201912312140:2261.915802001953, 201912312145:2266.465545654297, 201912312150:2271.0153198242188, 201912312155:2275.5650634765625, 201912312200:2303.3714599609375, 201912312205:2307.9212036132812, 
201912312115:2234.383758544922, 201912312120:2239.439727783203, 201912312125:2244.4956970214844, 201912312130:2249.5516662597656, 201912312135:2254.607666015625, 201912312140:2259.6636352539062, 201912312145:2264.7196044921875, 201912312150:2269.7755737304688, 201912312155:2274.831573486328, 201912312200:2296.478759765625, 201912312205:2301.5347290039062, 201912312210:2306.5907287597656, 
201912312120:2246.4398193359375, 201912312125:2251.3596801757812, 201912312130:2256.279541015625, 201912312135:2261.1993713378906, 201912312140:2266.1192321777344, 201912312145:2271.0390625, 201912312150:2275.9589233398438, 201912312155:2280.8787536621094, 201912312200:2304.8014221191406, 201912312205:2309.7212829589844, 201912312210:2314.64111328125, 201912312215:2319.5609741210938, 
201912312125:2241.985321044922, 201912312130:2247.2190856933594, 201912312135:2252.452850341797, 201912312140:2257.6866149902344, 201912312145:2262.920379638672, 201912312150:2268.1541748046875, 201912312155:2273.387939453125, 201912312200:2292.8614807128906, 201912312205:2298.0952758789062, 201912312210:2303.3290405273438, 201912312215:2308.5628051757812, 201912312220:2313.7965698242188, 
201912312130:2242.0001220703125, 201912312135:2245.45068359375, 201912312140:2248.9012145996094, 201912312145:2252.351776123047, 201912312150:2255.8023071289062, 201912312155:2259.2528686523438, 201912312200:2298.0247192382812, 201912312205:2301.4752502441406, 201912312210:2304.925811767578, 201912312215:2308.3763427734375, 201912312220:2311.826904296875, 201912312225:2315.2774353027344, 
201912312135:2258.282989501953, 201912312140:2262.9308166503906, 201912312145:2267.57861328125, 201912312150:2272.2264404296875, 201912312155:2276.874267578125, 201912312200:2303.6695556640625, 201912312205:2308.317352294922, 201912312210:2312.9651794433594, 201912312215:2317.6129760742188, 201912312220:2322.2608032226562, 201912312225:2326.9086303710938, 201912312230:2331.556427001953, 
201912312140:2260.5204162597656, 201912312145:2264.9612426757812, 201912312150:2269.402069091797, 201912312155:2273.8428955078125, 201912312200:2302.4520874023438, 201912312205:2306.8929138183594, 201912312210:2311.333740234375, 201912312215:2315.7745666503906, 201912312220:2320.2153930664062, 201912312225:2324.656219482422, 201912312230:2329.0970458984375, 201912312235:2333.537872314453, 
201912312145:2264.7350463867188, 201912312150:2269.280792236328, 201912312155:2273.8265380859375, 201912312200:2300.4932861328125, 201912312205:2305.039031982422, 201912312210:2309.5847778320312, 201912312215:2314.1305236816406, 201912312220:2318.67626953125, 201912312225:2323.2219848632812, 201912312230:2327.7677307128906, 201912312235:2332.3134765625, 201912312240:2336.8592224121094, 
201912312150:2263.0086364746094, 201912312155:2266.9027709960938, 201912312200:2301.2501525878906, 201912312205:2305.144287109375, 201912312210:2309.0383911132812, 201912312215:2312.9325256347656, 201912312220:2316.82666015625, 201912312225:2320.7207641601562, 201912312230:2324.6148986816406, 201912312235:2328.509033203125, 201912312240:2332.4031372070312, 201912312245:2336.2972717285156, 
201912312155:2273.8109130859375, 201912312200:2296.435028076172, 201912312205:2301.420440673828, 201912312210:2306.4058837890625, 201912312215:2311.3912963867188, 201912312220:2316.376739501953, 201912312225:2321.3621826171875, 201912312230:2326.3475952148438, 201912312235:2331.333038330078, 201912312240:2336.3184509277344, 201912312245:2341.3038940429688, 201912312250:2346.289337158203, 
201912312200:2301.453887939453, 201912312205:2305.9389038085938, 201912312210:2310.4239196777344, 201912312215:2314.908905029297, 201912312220:2319.3939208984375, 201912312225:2323.878936767578, 201912312230:2328.3639526367188, 201912312235:2332.8489685058594, 201912312240:2337.333984375, 201912312245:2341.8190002441406, 201912312250:2346.303985595703, 201912312255:2350.7890014648438, 
201912312205:2307.0308532714844, 201912312210:2311.224365234375, 201912312215:2315.4179077148438, 201912312220:2319.6114196777344, 201912312225:2323.804931640625, 201912312230:2327.9984436035156, 201912312235:2332.1919555664062, 201912312240:2336.385467529297, 201912312245:2340.5790100097656, 201912312250:2344.7725219726562, 201912312255:2348.966033935547, 201912312300:2379.913055419922, 
201912312210:2312.8897094726562, 201912312215:2316.9415893554688, 201912312220:2320.993438720703, 201912312225:2325.0453186035156, 201912312230:2329.09716796875, 201912312235:2333.1490173339844, 201912312240:2337.200897216797, 201912312245:2341.2527465820312, 201912312250:2345.3046264648438, 201912312255:2349.356475830078, 201912312300:2381.5922241210938, 201912312305:2385.644073486328, 
201912312215:2328.1866455078125, 201912312220:2332.944366455078, 201912312225:2337.702117919922, 201912312230:2342.4598388671875, 201912312235:2347.217559814453, 201912312240:2351.975311279297, 201912312245:2356.7330322265625, 201912312250:2361.4907836914062, 201912312255:2366.248504638672, 201912312300:2392.2907104492188, 201912312305:2397.0484619140625, 201912312310:2401.806182861328, 
201912312220:2326.509490966797, 201912312225:2330.0947875976562, 201912312230:2333.6800842285156, 201912312235:2337.265380859375, 201912312240:2340.8506774902344, 201912312245:2344.4359741210938, 201912312250:2348.021270751953, 201912312255:2351.6065368652344, 201912312300:2389.8121948242188, 201912312305:2393.397491455078, 201912312310:2396.9827880859375, 201912312315:2400.568084716797, 
201912312225:2324.551025390625, 201912312230:2328.6292724609375, 201912312235:2332.70751953125, 201912312240:2336.7857360839844, 201912312245:2340.863983154297, 201912312250:2344.9422302246094, 201912312255:2349.0204467773438, 201912312300:2381.0914611816406, 201912312305:2385.169708251953, 201912312310:2389.2479248046875, 201912312315:2393.326171875, 201912312320:2397.4044189453125, 
201912312230:2339.2112731933594, 201912312235:2342.9630432128906, 201912312240:2346.71484375, 201912312245:2350.4666137695312, 201912312250:2354.2184143066406, 201912312255:2357.97021484375, 201912312300:2394.597900390625, 201912312305:2398.3496704101562, 201912312310:2402.1014709472656, 201912312315:2405.853271484375, 201912312320:2409.6050415039062, 201912312325:2413.3568420410156, 
201912312235:2339.4768981933594, 201912312240:2344.7079162597656, 201912312245:2349.938934326172, 201912312250:2355.1699829101562, 201912312255:2360.4010009765625, 201912312300:2380.493682861328, 201912312305:2385.7247009277344, 201912312310:2390.9557189941406, 201912312315:2396.186737060547, 201912312320:2401.417755126953, 201912312325:2406.6488037109375, 201912312330:2411.8798217773438, 
201912312240:2342.1805419921875, 201912312245:2346.133544921875, 201912312250:2350.0865478515625, 201912312255:2354.03955078125, 201912312300:2387.9469604492188, 201912312305:2391.8999633789062, 201912312310:2395.8529663085938, 201912312315:2399.8059692382812, 201912312320:2403.7589721679688, 201912312325:2407.7119750976562, 201912312330:2411.6649780273438, 201912312335:2415.6179809570312, 
201912312245:2339.980224609375, 201912312250:2343.5841674804688, 201912312255:2347.1881408691406, 201912312300:2384.6471557617188, 201912312305:2388.2510986328125, 201912312310:2391.8550415039062, 201912312315:2395.459014892578, 201912312320:2399.062957763672, 201912312325:2402.6669311523438, 201912312330:2406.2708740234375, 201912312335:2409.8748474121094, 201912312340:2413.478790283203, 
202001010850:1415.9566345214844, 202001010855:1420.4931335449219, 202001010900:1448.9549560546875, 202001010905:1453.491455078125, 202001010910:1458.0279541015625, 202001010915:1462.5644836425781, 202001010920:1467.1009826660156, 202001010925:1471.6374816894531, 202001010930:1476.1739807128906, 202001010935:1480.7105102539062, 202001010940:1485.2470092773438, 202001010945:1489.7835083007812, 
